10430 Rojas           Daniela    F          89  90  86  83  87  91  92  95  96  88
10538 Choudhury       Ayesha     P          93  94  91  87  85  90  92  91  89  93
10252 O'Sullivan      Aoife      G          94  96  97  92  90  88  91  93  95  89
10134 Svensson        Erik       T          82  85  88  86  90  91  89  83  80  85
10642 Rahman          Nabil      W          91  87  90  86  84  93  95  94  96  88
10762 Villanueva      Marco      J          90  85  87  91  94  89  86  93  95  92
10275 Batista         Renata     Z          96  94  92  90  88  91  87  89  93  95
10591 Morita          Aiko       S          79  81  83  85  88  91  93  90  86  87
10372 Mendes          Tiago      E          88  86  90  91  93  89  85  87  92  90
10697 Abboud          Layla      V          91  92  94  90  87  89  88  91  93  95
10420 Naidoo          Priya      Q          84  85  89  90  92  94  91  87  86  88
10333 Kovács          Bence      Y          90  92  94  91  87  85  93  90  89  88
10166 Dlamini         Zanele     L          89  87  90  91  93  92  94  95  96  88
10713 Bui             Linh       Jean       93  94  95  97  98  96  92  91  89  90
10667 Haddad          Rami       G          85  87  89  91  93  92  90  88  86  84
10583 Horváth         Eszter     A          87  89  91  93  90  92  88  86  85  84
10416 Costa           Inês       U          86  87  89  91  92  93  94  95  96  88
10141 Okonkwo         Kelechi    D          90  91  92  93  94  95  96  97  98  99
10209 Müller          Jonas      T          91  89  87  85  83  90  92  88  86  84
10508 Tadesse         Hana       M          87  90  92  94  89  91  88  85  93  90
10179 Ivanenko        Olga       X          92  91  93  95  96  90  88  87  89  90
10656 Abdi            Ahmed      R          94  92  90  89  87  91  93  95  96  88
10706 Bazzi           Yasmine    H          93  91  90  89  92  94  96  95  93  91
10358 Marino          Giulia     S          85  87  89  91  92  94  96  93  90  88
10198 Yusuf           Aminah     C          90  91  92  93  94  95  96  97  98  99
10381 Sato            Hikaru     L          94  93  91  89  88  90  87  85  92  94
10766 Navarro         Elena      B          91  92  93  94  95  96  97  98  99 100
